;; Original version courtesy of University of Pittsburgh opin@cs.pitts.edu
;; released under GNU LESSER GENERAL PUBLIC LICENSE
;; Version 2.1, February 1999
;; remove this license header to use in Sigma (http://sigmakee.sourceforge.net)

"type","word","POS","stemmed","polarity",,
"strong","betrayals","noun","n","negative",,
"strong","betrayer","noun","n","negative",,
"strong","better","adj","n","positive",,
"weak","better","anypos","y","positive",,
"strong","better-known","adj","n","positive",,
"strong","better-than-expected","adj","n","positive",,
"strong","bewail","verb","y","negative",,
"weak","beware","verb","y","negative",,
"strong","bewilder","verb","y","negative",,
"strong","bewildered","adj","n","negative",,
"strong","bewildering","adj","n","negative",,
"strong","bewildering","anypos","n","negative",,
"strong","bewilderingly","anypos","n","negative",,
"strong","bewilderment","noun","n","negative",,
"strong","bewitch","verb","y","negative",,
"strong","bias","adj","n","negative",,
"strong","bias","noun","n","negative",,
"strong","bias","verb","y","negative",,
"strong","biased","adj","n","negative",,
"strong","biased","noun","n","negative",,
"strong","biases","adj","n","negative",,
"strong","biases","noun","n","negative",,
"strong","bicker","verb","y","negative",,
"strong","bickering","anypos","n","negative",,
"weak","bid-rigging","adj","n","negative",,
"weak","big","adj","n","neutral",,
"strong","bitch","verb","y","negative",,
"strong","bitchy","adj","n","negative",,
"strong","biting","adj","n","negative",,
"strong","bitingly","anypos","n","negative",,
"strong","bitter","adj","n","negative",,
"strong","bitterly","anypos","n","negative",,
"strong","bitterness","noun","n","negative",,
"strong","bizarre","adj","n","negative",,
"strong","blab","verb","y","negative",,
"strong","blabber","verb","y","negative",,
"weak","black","adj","n","negative",,
"weak","blackmail","verb","y","negative",,
"strong","blah","anypos","y","negative",,
"strong","blame","adj","n","negative",,
"strong","blame","noun","n","negative",,
"strong","blame","verb","y","negative",,
"strong","blameless","adj","n","positive",,
"strong","blameworthy","adj","n","negative",,
"strong","bland","adj","n","negative",,
"strong","blandish","verb","y","negative",,
"strong","blaspheme","verb","y","negative",,
"strong","blasphemous","adj","n","negative",,
"strong","blasphemous","anypos","y","negative",,
"strong","blasphemy","noun","n","negative",,
"weak","blast","anypos","y","negative",,
"strong","blasted","anypos","y","negative",,
"strong","blatant","adj","n","negative",,
"strong","blatantly","adj","n","negative",,
"strong","blather","verb","y","negative",,
"strong","bleak","adj","n","negative",,
"strong","bleakly","anypos","n","negative",,
"strong","bleakness","noun","n","negative",,
"weak","bleed","verb","y","negative",,
"weak","blemish","noun","n","negative",,
"weak","blemish","verb","y","negative",,
"strong","bless","verb","y","positive",,
"strong","blessing","adj","n","positive",,
"strong","blessing","noun","n","positive",,
"weak","blind","anypos","n","negative",,
"strong","blinding","adj","n","negative",,
"strong","blinding","anypos","y","negative",,
"strong","blindingly","adj","n","negative",,
"weak","blindness","adj","n","negative",,
"strong","blindside","verb","y","negative",,
"strong","bliss","noun","n","positive",,
"strong","blissful","adj","n","positive",,
"strong","blissfully","adverb","n","positive",,
"strong","blister","verb","y","negative",,
"strong","blistering","adj","n","negative",,
"strong","blithe","adj","n","positive",,
"strong","bloated","adj","n","negative",,
"weak","block","noun","n","negative",,
"weak","block","verb","y","negative",,
"strong","blockhead","adj","n","negative",,
"weak","blood","adj","n","neutral",,
"weak","blood","noun","n","negative",,
"strong","bloodshed","noun","n","negative",,
"strong","bloodthirsty","adj","n","negative",,
"weak","bloody","adj","n","negative",,
"weak","bloom","verb","y","positive",,
"weak","blossom","verb","y","positive",,
"weak","blow","adj","n","negative",,
"weak","blow","noun","n","negative",,
"strong","blunder","adj","n","negative",,
"strong","blunder","noun","n","negative",,
"strong","blundering","anypos","n","negative",,
"strong","blunders","anypos","n","negative",,
"strong","blunt","adj","n","negative",,
"weak","blur","verb","y","negative",,
"strong","blurt","verb","y","negative",,
"strong","boast","verb","y","positive",,
"strong","boast","verb","y","negative",,
"strong","boastful","adj","n","negative",,
"strong","boggle","verb","y","negative",,
"strong","bogus","adj","n","negative",,
"strong","boil","verb","y","negative",,
"strong","boiling","adverb","n","negative",,
"strong","boisterous","adj","n","negative",,
"strong","bold","adj","n","positive",,
"strong","boldly","adverb","n","positive",,
"strong","boldness","noun","n","positive",,
"strong","bolster","verb","y","positive",,
"weak","bombard","verb","y","negative",,
"weak","bomb","verb","y","negative",,
"strong","bombardment","adj","n","negative",,
"strong","bombardment","noun","n","negative",,
"strong","bombastic","adj","n","negative",,
"strong","bondage","noun","n","negative",,
"strong","bonkers","adj","n","negative",,
"strong","bonkers","noun","n","negative",,
"strong","bonny","adj","n","positive",,
"weak","bonus","noun","n","positive",,
"weak","boom","noun","n","positive",,
"weak","booming","adj","n","positive",,
"weak","boost","adj","n","positive",,
"weak","boost","verb","y","positive",,
"strong","bore","verb","y","negative",,
"strong","boredom","noun","n","negative",,
"strong","boring","adj","n","negative",,
"strong","boring","anypos","y","negative",,
"strong","botch","verb","y","negative",,
"strong","bother","noun","n","negative",,
"strong","bother","verb","y","negative",,
"strong","bothersome","adj","n","negative",,
"strong","boundless","adj","n","positive",,
"strong","bountiful","adj","n","positive",,
"strong","bowdlerize","verb","y","negative",,
"weak","boycott","adj","n","negative",,
"weak","boycott","noun","n","negative",,
"strong","brag","noun","n","both",,
"strong","brag","verb","y","both",,
"strong","braggart","anypos","y","negative",,
"strong","braggart","noun","n","negative",,
"strong","bragger","anypos","y","negative",,
"strong","bragger","noun","n","negative",,
"strong","brains","adj","n","positive",,
"strong","brains","noun","n","positive",,
"strong","brainwash","verb","y","negative",,
"strong","brainy","adj","n","positive",,
"strong","brash","adj","n","negative",,
"strong","brashly","anypos","n","negative",,
"strong","brashness","noun","n","negative",,
"strong","brat","noun","n","negative",,
"strong","bravado","noun","n","negative",,
"strong","brave","adj","n","positive",,
"strong","brave","verb","y","positive",,
"strong","bravery","adj","n","positive",,
"strong","bravery","noun","n","positive",,
"strong","brazen","anypos","n","negative",,
"strong","brazenly","anypos","n","negative",,
"strong","brazenly","anypos","n","negative",,
"strong","brazenness","noun","n","negative",,
"strong","brazenness","noun","n","negative",,
"weak","breach","adj","n","negative",,
"weak","breach","noun","n","negative",,
"weak","break","verb","y","negative",,
"strong","break-point","adj","n","negative",,
"strong","break-point","noun","n","negative",,
"weak","breakdown","verb","y","negative",,
"weak","breakthrough","adj","n","positive",,
"weak","breakthrough","noun","n","positive",,
"weak","breakthroughs","adj","n","positive",,
"weak","breakthroughs","noun","n","positive",,
"strong","breathlessness","adj","n","positive",,
"strong","breathlessness","noun","n","positive",,
"strong","breathtaking","adj","n","positive",,
"strong","breathtakingly","anypos","n","positive",,
"weak","bright","adj","n","positive",,
"weak","brighten","anypos","y","positive",,
"weak","brightness","noun","n","positive",,
"weak","brilliance","noun","n","positive",,
"strong","brilliant","adj","n","positive",,
"strong","brilliant","anypos","y","positive",,
"strong","brilliantly","anypos","n","positive",,
"strong","brimstone","adj","n","negative",,
"strong","brimstone","noun","n","negative",,
"weak","brisk","adj","n","positive",,
"strong","bristle","verb","y","negative",,
"weak","brittle","adj","n","negative",,
"weak","broad","adj","n","positive",,
"weak","broad-based","adj","n","neutral",,
"weak","broke","adj","n","negative",,
"strong","broken-hearted","adj","n","negative",,
"strong","brood","verb","y","negative",,
"strong","brook","verb","y","positive",,
"weak","brotherly","adj","n","positive",,
"strong","browbeat","verb","y","negative",,
"weak","bruise","noun","n","negative",,
"strong","brusque","adj","n","negative",,
"strong","brutal","adj","n","negative",,
"strong","brutalising","adj","n","negative",,
"strong","brutalising","noun","n","negative",,
"strong","brutalities","anypos","n","negative",,
"strong","brutalities","noun","n","negative",,
"strong","brutality","noun","n","negative",,
"strong","brutalize","verb","y","negative",,
"strong","brutalizing","adj","n","negative",,
"strong","brutally","anypos","n","negative",,
"strong","brute","noun","n","negative",,
"strong","brutish","adj","n","negative",,
"weak","bug","verb","y","negative",,
"weak","buckle","verb","y","negative",,
"weak","bulky","adj","n","negative",,
"weak","bull","adj","n","positive",,
"weak","bull","noun","n","positive",,
"strong","bullies","adj","n","negative",,
"strong","bullies","noun","n","negative",,
"weak","bullish","adj","n","positive",,
"weak","bullish","noun","n","positive",,
"strong","bully","adj","n","negative",,
"strong","bully","noun","n","negative",,
"strong","bullyingly","anypos","n","negative",,
"weak","bum","noun","n","negative",,
"weak","bumpy","adj","n","negative",,
"strong","bungle","verb","y","negative",,
"strong","bungler","anypos","y","negative",,
"weak","bunk","noun","n","negative",,
"weak","buoyant","adj","n","positive",,
"strong","burden","adj","n","negative",,
"strong","burden","noun","n","negative",,
"strong","burdensome","adj","n","negative",,
"strong","burdensome","anypos","y","negative",,
"strong","burdensomely","anypos","y","negative",,
"strong","burn","verb","y","negative",,
"weak","busy","adj","n","negative",,
"strong","busybody","noun","n","negative",,
"weak","butcher","verb","y","negative",,
"strong","butchery","noun","n","negative",,
"strong","byzantine","adj","n","negative",,
"strong","cackle","verb","y","negative",,
"strong","cajole","verb","y","negative",,
"strong","calamities","noun","n","negative",,
"strong","calamitous","adj","n","negative",,
"strong","calamitously","anypos","n","negative",,
"strong","calamity","anypos","y","negative",,
"strong","calamity","noun","n","negative",,
"strong","callous","adj","n","negative",,
"weak","calm","adj","n","positive",,
"weak","calm","verb","y","positive",,
"strong","calming","anypos","y","positive",,
"weak","calmness","noun","n","positive",,
"strong","calumniate","verb","y","negative",,
"strong","calumniation","noun","n","negative",,
"strong","calumnies","noun","n","negative",,
"strong","calumnious","adj","n","negative",,
"strong","calumniously","anypos","n","negative",,
"strong","calumny","noun","n","negative",,
"weak","cancer","noun","n","negative",,
"weak","cancerous","adj","n","negative",,
"strong","candid","adj","n","positive",,
"strong","candor","noun","n","positive",,
"strong","cannibal","noun","n","negative",,
"strong","cannibalize","verb","y","negative",,
"weak","capable","adj","n","positive",,
"weak","capability","noun","n","positive",,
"weak","capably","adj","n","positive",,
"weak","capitalize","verb","y","positive",,
"weak","capitulate","verb","y","negative",,
"strong","capricious","adj","n","negative",,
"strong","capriciously","anypos","n","negative",,
"strong","capriciousness","noun","n","negative",,
"weak","capsize","verb","y","negative",,
"strong","captivate","verb","y","positive",,
"strong","captivating","adj","n","positive",,
"strong","captivation","noun","n","positive",,
"weak","captive","adj","n","negative",,
"weak","care","verb","y","positive",,
"strong","carefree","adj","n","positive",,
"weak","careful","adj","n","positive",,
"strong","careless","adj","n","negative",,
"strong","carelessness","noun","n","negative",,
"strong","caricature","verb","y","negative",,
"strong","carnage","noun","n","negative",,
"strong","carp","verb","y","negative",,
"weak","cartoon","adj","n","negative",,
"weak","cartoon","noun","n","negative",,
"strong","cartoonish","anypos","y","negative",,
"weak","cash-strapped","adj","n","negative",,
"strong","castigate","verb","y","negative",,
"weak","casualty","noun","y","negative",,
"strong","cataclysm","noun","n","negative",,
"strong","cataclysmal","adj","n","negative",,
"strong","cataclysmic","adj","n","negative",,
"strong","cataclysmically","anypos","n","negative",,
"strong","catalyst","adj","n","positive",,
"strong","catalyst","noun","n","positive",,
"strong","catastrophe","anypos","y","negative",,
